2328862017676109,IRO1SPAH0001,SPAH1,Sepah Inv.,SPAH,وسپه,سرمايه‌گذاري‌ سپه‌,IRO1SPAH0002,20200201,1,سرمايه‌گذاري‌ سپه‌,A,N1,NO,1,56 ,5699,300
2334276998450282,IRR7MILP0101,MILX1,Ahan&Folad Co-R,MILP,بميلاح,ح.آهن و فولاد ميلاد,IRR7MILP0100,20180721,4,توسعه بازرگاني آهن وفولادميلاد,A,P1,NO,7,46 ,4610,404
2362491091971813,IRR1TMEL0101,TMEX1,Tosee Melli Inv-R,TMEL,وتوسمح,ح . سرمايه‌گذاري‌توسعه‌ملي‌,IRR1TMEL0106,20171213,1,سرمايه‌گذاري‌توسعه‌ملي‌,A,N1,NO,3,56 ,5699,400
2427436944707298,IRO7KISP0001,KISP1,IRAN KISH,KISP,ركيش,كارت اعتباري ايران كيش,IRO7KISP0003,20120115,4,كارت اعتباري ايران كيش,A,P1,NO,7,72 ,7220,309
2434703913394836,IRO1DMOR0001,DMOR1,Dasht Morghab,DMOR,غدشت,دشت‌ مرغاب‌,IRO1DMOR0004,20191023,1,دشت‌ مرغاب‌,A,N2,NO,5,42 ,4213,300
2436557798493124,IRR1SNGH0101,SNGX1,Naghshiran Grp.-R,SNGH,ننقشح,ح . گروه‌ صنعتي‌ نقش‌ ايران‌,IRR1SNGH0100,20081126,1,گروه‌ صنعتي‌ نقش‌ ايران‌,A,N4,NO,4,17 ,1722,400
2501017203331667,IRR1DPAK0101,DPAX1,Daroupakhsh P.-R,DPAK,داروح,ح . كارخانجات‌داروپخش,IRR1DPAK0106,20191231,1,كارخانجات‌داروپخش‌,A,61,NO,5,43 ,4323,400
2512214120008228,IRO1FSIN0001,FSIN1,Investment Sina,FSIN,سينا,مالي و سرمايه گذاري سينا,IRO1FSIN0008,20171211,1,مالي و سرمايه گذاري سينا,A,N2,NO,5,39 ,3999,300
2589887561569709,IRO1ZMYD0001,ZMYD1,Zamyad,ZMYD,خزاميا,زامياد,IRO1ZMYD0002,20191014,1,زامياد,A,N2,NO,5,34 ,3410,300
2705253775088582,IRR1SHPZ0101,SHPX1,W. Azar. Pegah-R,SHPZ,غشاذرح,ح . ‌پگاه‌آذربايجان‌غربي‌,IRR1SHPZ0105,20190102,1,‌پگاه‌آذربايجان‌غربي‌,A,N2,NO,5,42 ,4220,400
2786094660320231,IRR3PMTZ0101,PMTX1,Maskan Invest.-R,PMTZ,ثترانح,ح سرمايه گذاري مسكن تهران,IRR3PMTZ0105,20191207,2,سرمايه گذاري مسكن تهران,A,Z1,NO,3,70 ,7010,403
2819110578357790,IRR1SSOF0101,SSOX1,Soufian Cement-R,SSOF,سصوفيح,ح . سيمان‌ صوفيان‌,IRR1SSOF0107,20191204,1,سيمان‌ صوفيان‌,A,N1,NO,1,53 ,5394,400
2849875720026255,IRB6SP0701C1,SP7Q1,Sokuk Saipa112,SP07,صايپا112,صكوك مرابحه سايپا112-3ماهه 16%,IRB6SP0701C9,20190311,1,صكوك مرابحه سايپا112-3ماهه 16%,A,N4,NO,9,34 ,3410,208
2855515398698068,IRR1MRIN0101,MRIX1,Iranmerinos-R,MRIN,نمرينوح,ح . ايران‌ مرينوس‌,IRR1MRIN0102,20180725,1,ايران‌ مرينوس‌,A,N2,NO,5,17 ,1711,400
2888358730233310,IRB3SI2399B1,I23Q1,SOV.IJR2-MLT210206,SI23,اجاد23,اجاره دولتي آپرورش-ملت991118,IRB3SI2399B4,20180721,2,اجاره دولتي آپرورش-ملت991118,A,Z1,NO,4,69 ,6942,306
2892746204060110,IRR3AFRZ0101,AFRX1,Afra Net Co. -R,AFRZ,افراح,ح. افرانت,IRR3AFRZ0103,20180721,2,افرانت,A,Z1,NO,1,72 ,7200,403
2929948497881810,IRB3SI2599B1,I25Q1,SOV.IJR2-SPH210206,SI25,اجاد25,اجاره دولتي آپرورش-سپهر991118,IRB3SI2599B9,20180721,2,اجاره دولتي آپرورش-سپهر991118,A,Z1,NO,4,69 ,6942,306
2944500421562364,IRO1TOSA0001,TOSA1,Iran Ind. Dev.,TOSA,وتوصا,گروه س توسعه صنعتي ايران,IRO1TOSA0009,20200120,1,گروه س توسعه صنعتي ايران,A,N1,NO,1,56 ,5699,300
2950378541189013,IRO3KNRZ0001,KNRZ1,Saba Noor,KNRZ,كنور,تأمين مواد اوليه فولاد صبانور,IRO3KNRZ0009,20140125,2,تأمين مواد اوليه فولاد صبانور,A,Z1,NO,1,13 ,1310,303
3037464497437282,IRR1SKER0101,SKEX1,Kerman Cement-R,SKER,سكرماح,ح . سيمان‌ كرمان‌,IRR1SKER0103,20180101,1,سيمان‌ كرمان‌,A,N1,NO,1,53 ,5394,400
3050342257199174,IRO7NJSP0001,NJSP1,Naghsh Jahan Sugar,NJSP,قنقش,قند نقش جهان,IRO7NJSP0009,20190908,4,قند نقش جهان,A,C1,NO,7,38 ,3842,309
3050805371360862,IRR3ETKZ0101,ETKX1,Iranian Etekai-R,ETKZ,اتكايح,ح . بيمه اتكايي ايرانيان,IRR3ETKZ0100,20180721,2,بيمه اتكايي ايرانيان,A,Z1,NO,1,66 ,6603,403
3083005592739412,IRO5UWCS0001,UWCS1,Urumieh WHT.Cement,UWCS,سفاروم,سيمان سفيد اروميه,IRO5UWCS0000,20180721,2,سيمان سفيد اروميه,A,V1,NO,9,53 ,5394,313
3149396562827132,IRO1LIRZ0001,LIRZ1,Iranian Lizing,LIRZ,وايران,ليزينگ ايرانيان,IRO1LIRZ0007,20191014,1,ليزينگ ايرانيان,A,N1,NO,1,58 ,5891,300
3164894984700505,IRR3ISLZ0101,ISLX1,Iran & hargh Lsg-R,ISLZ,ولشرقح,ح . ليزينگ ايران و شرق,IRR3ISLZ0106,20190508,2,ليزينگ ايران و شرق,A,Z1,NO,3,65 ,6591,403
3173544097113770,IRO7STNP0001,STNP1,Golestan Petro.,STNP,شستان,پتروشيمي گلستان,IRO7STNP0007,20190908,4,پتروشيمي گلستان,A,C1,NO,7,44 ,4411,309
3231489895425696,IRR3NPSZ0101,NPSX1,NPSZ-R,NPSZ,شپاسح,ح . نفت پاسارگاد,IRR3NPSZ0105,20180721,2,نفت پاسارگاد,A,Z1,NO,3,23 ,2308,403
3236505307755709,IRO3ZF890001,ZF891,Iran Reno. Co.,ZF89,نوسازي صنايع,نوسازي صنايع ايران,IRO3ZF890008,20180721,2,نوسازي صنايع ايران,A,Z1,NO,5,45 ,4521,303
3329167699100936,IRT3VC060001,VC061,RetirementTech.VCF,VC06,فنابا,ص.ج. فناوري بازنشستگي 20%تاديه,IRT3VC060004,20191022,2,ص.س.جسورانه فناوري بازنشستگي,A,T1,NO,4,68 ,6815,305
3362850293262749,IRR1DALZ0101,DALX1,Alborz Darou-R,DALZ,دالبرح,ح . البرزدارو,IRR1DALZ0103,20191014,1,البرزدارو,A,N1,NO,1,43 ,4323,400
3388451018224720,IRR1PELC0101,PELX1,Pars Electric-R,PELC,لپارسح,ح . پارس‌ الكتريك‌,IRR1PELC0102,20171213,1,پارس‌ الكتريك‌,A,N2,NO,5,32 ,3230,400
3414440373850933,IRO7SNVP0001,SNVP1,Tamin Maskan Co,SNVP,ثنوين,تامين مسكن نوين,IRO7SNVP0003,20180721,4,تامين مسكن نوين,A,P1,NO,7,70 ,7010,309
3426578415893871,IRR7PKBP0101,PKBX1,Amir Kabir Co.-R,PKBP,شكبيرح,ح.پتروشيمي اميركبير,IRR7PKBP0105,20190908,4,پتروشيمي اميركبير,A,P1,NO,7,44 ,4411,404
3427503698999958,IRR7SOLP0101,SOLX1,Soliran -R,SOLP,فسليرح,ح.سوليران‌,IRR7SOLP0106,20180721,4,سوليران‌,A,P1,NO,7,28 ,2811,404
3453027360500664,IRB3SS330051,S33Q1,SSI-IJR3-SPH210814,SS33,شستا003,اجاره تامين اجتماعي-سپهر000523,IRB3SS330055,20180905,2,اجاره شستا-بخش3-سپهر14000523,A,Z1,NO,4,69 ,6910,306
3454456635278563,IRXZXOCI0026,XOC26,IFB Equel Weithed,IDXS,كل هم وزن فرابورس6,شاخص كل هم وزن فرابورس,IRXZXOCI0024,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
3472444501310727,IRO1TODR0001,TODR1,Tolid Daru,TODR,دتولي,توليدارو,IRO1TODR0007,20081126,1,توليدارو,A,N4,NO,4,44 ,4424,300
3492952121304423,IRO3PKDZ0001,PKDZ1,Pakdis Company,PKDZ,غديس,پاكديس,IRO3PKDZ0003,20190623,2,پاكديس,A,Z1,NO,3,42 ,4254,303
3493306453706327,IRO1SHOY0001,SHOY1,Behshahr Ind.,SHOY,شوينده,مديريت صنعت شوينده ت.ص.بهشهر,IRO1SHOY0005,20191014,1,مديريت صنعت شوينده ت.ص.بهشهر,A,N1,NO,3,44 ,4424,300
3505675353152597,IRR1SORB0101,SORX1,N. I. L. Z.-R,SORB,فسربح,ح . ملي‌ سرب‌وروي‌ ايران‌,IRR1SORB0102,20171213,1,ملي‌ سرب‌وروي‌ ايران‌,A,N2,NO,5,27 ,2720,400
3576992542663284,IRO3ZF020001,ZF021,Ijad mohit Co.,ZF02,ايجاد محيط,ايجاد محيط,IRO3ZF020002,20180721,2,ايجاد محيط,A,Z1,NO,5,70 ,7010,303
3615666621538524,IRX6X43T0006,X43T6,Index Group 43,IDXS,43-مواد دارويي6,43-مواد دارويي,IRX6X43T0007,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
3623921205367364,IRO1DMVN0001,DMVN1,Damavand Min.,DMVN,كدما,معدني‌ دماوند,IRO1DMVN0009,20200122,1,معدني‌ دماوند,A,N2,NO,5,13 ,1320,300
3654864906585643,IRO1TKNO0001,TKNO1,Technotar,TKNO,تكنو,تكنوتار,IRO1TKNO0002,20200202,1,تكنوتار,A,N2,NO,5,29 ,2912,300
